Medicine_ID,Medicine_Name,Strength,Use_Case,Alternative,Stock,Dosage_Instruction
340,Omeprazole,500mg,Hypertension,Augmentin,No,1 tablet at night
341,Ranitidine,400mg,Asthma,Dolo,No,1 tablet every 6 hrs
342,Ciprofloxacin,400mg,Stomach Ulcer,Diclofenac,No,1 tablet daily for 3 days
343,Omeprazole,200ml,"Pain, Inflammation",Crocin,Yes,As prescribed by doctor
344,Ranitidine,10ml,Acidity,Famotidine,No,As prescribed by doctor
345,Atorvastatin,500mg,Acidity,Levocetirizine,Yes,1 tablet daily for 3 days
346,Aspirin,200mg,Acidity,Glimepiride,No,1 tablet at night
347,Metformin,200mg,Heart Disease,Zincovit,Yes,1 tablet after meals
348,Atorvastatin,600mg,Dehydration,Famotidine,Yes,1 tablet at night
349,Ibuprofen,20ml,Heart Disease,Levocetirizine,No,As prescribed by doctor
350,Levothyroxine,600mg,Throat Infection,Propranolol,Yes,1 tablet at night
351,Atorvastatin,600mg,Stomach Ulcer,Augmentin,No,1 tablet before meals
352,Atorvastatin,150mg,"Fever, Headache",Diclofenac,Yes,1 capsule every 8 hrs
353,Amoxicillin,10mg,Diabetes,Crocin,No,1 capsule every 8 hrs
354,Pantoprazole,600mg,Cholesterol Control,Diclofenac,No,1 tablet after meals
355,Clopidogrel,50mg,Hypertension,Levocetirizine,No,1 tablet before meals
356,Azithromycin,400mg,Heart Disease,Erythromycin,No,1 tablet daily
357,ORS Solution,400mg,Stomach Ulcer,Erythromycin,No,1 tablet at night
358,Vitamin C,600mg,Throat Infection,Clarithromycin,Yes,1 capsule every 8 hrs
359,Amoxicillin,200mg,Stomach Ulcer,Levocetirizine,No,1 tablet every 6 hrs
360,Atorvastatin,600mg,Diabetes,Propranolol,No,1 tablet after meals
361,Azithromycin,10ml,"Fever, Headache",Loratadine,Yes,1 tablet before meals
362,Aspirin,20ml,Stomach Ulcer,Zincovit,No,As prescribed by doctor
363,Cetirizine,200mg,Diabetes,Human Mixtard,No,1 tablet daily for 3 days
364,Cetirizine,200ml,Heart Disease,Diclofenac,No,1 capsule every 8 hrs
365,Clopidogrel,200ml,Diabetes,Loratadine,No,1 tablet after meals
366,Losartan,50mg,"Allergy, Cold",Famotidine,No,1 tablet daily
367,Paracetamol,10ml,Bacterial Infection,Human Mixtard,Yes,1 tablet before meals
368,Insulin,250mg,"Pain, Inflammation",Electral Powder,No,1 tablet daily
369,Levothyroxine,10mg,"Allergy, Cold",Levocetirizine,No,1 tablet at night
370,Atorvastatin,150mg,Bacterial Infection,Amlodipine,No,As prescribed by doctor
371,Cetirizine,200mg,Stomach Ulcer,Propranolol,Yes,1 tablet every 6 hrs
372,Amoxicillin,200mg,Hypertension,Human Mixtard,No,1 tablet daily for 3 days
373,Vitamin C,250mg,Bacterial Infection,Erythromycin,Yes,1 tablet daily
374,Ciprofloxacin,200mg,"Allergy, Cold",Erythromycin,Yes,1 tablet every 6 hrs
375,Salbutamol,600mg,Thyroid Disorder,Electral Powder,No,1 tablet after meals
376,Metformin,500mg,Thyroid Disorder,Zincovit,Yes,1 tablet before meals
377,Atorvastatin,250mg,Bacterial Infection,Diclofenac,No,1 tablet after meals
378,Clopidogrel,600mg,"Pain, Inflammation",Crocin,No,As prescribed by doctor
379,Clopidogrel,150mg,Stomach Ulcer,Clarithromycin,Yes,As prescribed by doctor
380,Amoxicillin,100mg,Asthma,Loratadine,Yes,1 tablet daily
381,Levothyroxine,200mg,Immunity Boost,Loratadine,Yes,1 tablet every 6 hrs
382,Atorvastatin,20ml,Immunity Boost,Erythromycin,Yes,1 tablet every 6 hrs
383,Azithromycin,200ml,Bacterial Infection,Famotidine,No,1 tablet at night
384,Amoxicillin,150mg,Diabetes,Glimepiride,Yes,As prescribed by doctor
385,Azithromycin,200ml,"Pain, Inflammation",Crocin,No,1 tablet daily
386,Ibuprofen,50mg,Bacterial Infection,Famotidine,Yes,1 tablet at night
387,Clopidogrel,100mg,"Fever, Headache",Zincovit,No,"As directed, sip slowly"
388,Cetirizine,50mg,Diabetes,Amlodipine,No,1 tablet before meals
389,Levothyroxine,10ml,Throat Infection,Levocetirizine,Yes,1 tablet before meals
390,Ibuprofen,250mg,Immunity Boost,Zincovit,Yes,"As directed, sip slowly"
391,Salbutamol,600mg,Hypertension,Glimepiride,Yes,1 tablet daily for 3 days
392,Clopidogrel,500mg,Thyroid Disorder,Crocin,Yes,As prescribed by doctor
393,Salbutamol,600mg,Bacterial Infection,Electral Powder,No,1 tablet daily
394,Insulin,10mg,"Allergy, Cold",Famotidine,No,1 tablet after meals
395,Clopidogrel,20ml,Bacterial Infection,Clarithromycin,No,As prescribed by doctor
396,Losartan,600mg,"Pain, Inflammation",Loratadine,Yes,1 tablet daily
397,Ciprofloxacin,10ml,"Fever, Headache",Augmentin,No,1 tablet before meals
398,Clopidogrel,600mg,Throat Infection,Loratadine,No,1 tablet at night
399,Levothyroxine,150mg,Acidity,Loratadine,Yes,As prescribed by doctor
400,Paracetamol,10mg,Asthma,Levocetirizine,Yes,1 tablet at night
401,Losartan,150mg,Acidity,Levocetirizine,Yes,1 tablet every 6 hrs
402,Paracetamol,600mg,"Pain, Inflammation",Glimepiride,Yes,1 tablet after meals
403,Paracetamol,100mg,Diabetes,Human Mixtard,No,As prescribed by doctor
404,Clopidogrel,50mg,Heart Disease,Crocin,No,1 tablet at night
405,Clopidogrel,200ml,Throat Infection,Glimepiride,No,1 tablet every 6 hrs
406,Metformin,100mg,Immunity Boost,Dolo,Yes,1 tablet at night
407,Losartan,200mg,Throat Infection,Electral Powder,No,1 tablet daily for 3 days
408,Cetirizine,250mg,Immunity Boost,Crocin,Yes,1 tablet after meals
409,Ibuprofen,10ml,Dehydration,Dolo,Yes,1 tablet at night
410,Insulin,600mg,Throat Infection,Electral Powder,Yes,1 tablet before meals
411,Metformin,10ml,Throat Infection,Famotidine,No,1 tablet at night
412,Omeprazole,200ml,Asthma,Electral Powder,Yes,As prescribed by doctor
413,Ranitidine,200mg,"Pain, Inflammation",Electral Powder,No,1 tablet every 6 hrs
414,Clopidogrel,200mg,Asthma,Levocetirizine,Yes,1 tablet daily
415,Amoxicillin,600mg,Throat Infection,Glimepiride,Yes,1 tablet every 6 hrs
416,Atorvastatin,250mg,"Allergy, Cold",Dolo,No,1 capsule every 8 hrs
417,Amoxicillin,250mg,Immunity Boost,Levocetirizine,No,1 tablet every 6 hrs
418,Clopidogrel,10ml,Diabetes,Diclofenac,Yes,"As directed, sip slowly"
419,Salbutamol,10mg,Heart Disease,Famotidine,Yes,1 capsule every 8 hrs
420,Metformin,500mg,Hypertension,Amlodipine,No,1 tablet daily for 3 days
421,Vitamin C,10ml,Dehydration,Augmentin,No,As prescribed by doctor
422,Insulin,20ml,Acidity,Erythromycin,Yes,As prescribed by doctor
423,Salbutamol,10ml,Asthma,Electral Powder,No,1 tablet every 6 hrs
424,Paracetamol,200mg,"Fever, Headache",Zincovit,Yes,"As directed, sip slowly"
425,Insulin,500mg,"Allergy, Cold",Crocin,No,1 tablet daily
426,Vitamin C,10mg,"Fever, Headache",Diclofenac,No,As prescribed by doctor
427,Paracetamol,200mg,Hypertension,Augmentin,Yes,1 tablet at night
428,Ciprofloxacin,10ml,"Pain, Inflammation",Dolo,No,1 tablet daily
429,Salbutamol,150mg,"Allergy, Cold",Diclofenac,Yes,1 tablet after meals
430,Ranitidine,500mg,Bacterial Infection,Glimepiride,No,1 tablet before meals
431,Atorvastatin,10ml,"Allergy, Cold",Levocetirizine,No,As prescribed by doctor
432,Losartan,10mg,Thyroid Disorder,Loratadine,No,1 tablet at night
433,Salbutamol,600mg,Dehydration,Loratadine,No,1 tablet every 6 hrs
434,Salbutamol,20ml,"Allergy, Cold",Glimepiride,Yes,1 tablet every 6 hrs
435,Ranitidine,250mg,Cholesterol Control,Dolo,No,1 tablet daily
436,Pantoprazole,400mg,"Fever, Headache",Dolo,Yes,1 tablet daily
437,Azithromycin,200mg,Throat Infection,Augmentin,Yes,1 tablet before meals
438,Omeprazole,50mg,Asthma,Augmentin,No,1 tablet daily for 3 days
439,Atorvastatin,200ml,"Allergy, Cold",Crocin,No,1 tablet at night
440,Omeprazole,200ml,Throat Infection,Propranolol,Yes,"As directed, sip slowly"
441,Ciprofloxacin,200mg,Hypertension,Human Mixtard,No,1 tablet before meals
442,Vitamin C,50mg,Throat Infection,Clarithromycin,Yes,1 tablet daily for 3 days
443,Pantoprazole,600mg,Asthma,Human Mixtard,No,1 tablet daily for 3 days
444,Vitamin C,200ml,"Allergy, Cold",Propranolol,No,As prescribed by doctor
445,Losartan,100mg,Heart Disease,Levocetirizine,No,1 tablet after meals
446,Omeprazole,150mg,Diabetes,Dolo,No,1 tablet after meals
447,Insulin,400mg,Asthma,Zincovit,Yes,1 tablet daily
448,Amoxicillin,50mg,Heart Disease,Electral Powder,No,As prescribed by doctor
449,Levothyroxine,400mg,Diabetes,Levocetirizine,No,1 tablet every 6 hrs
450,Atorvastatin,50mg,Diabetes,Electral Powder,Yes,1 tablet before meals
451,Pantoprazole,100mg,Heart Disease,Zincovit,Yes,1 tablet daily for 3 days
452,Atorvastatin,150mg,Cholesterol Control,Propranolol,Yes,1 tablet at night
453,Azithromycin,100mg,Stomach Ulcer,Human Mixtard,No,As prescribed by doctor
454,Cetirizine,10mg,Heart Disease,Amlodipine,Yes,As prescribed by doctor
455,Levothyroxine,200ml,Stomach Ulcer,Clarithromycin,No,"As directed, sip slowly"
456,Losartan,400mg,Heart Disease,Glimepiride,No,"As directed, sip slowly"
457,Metformin,10mg,Heart Disease,Glimepiride,Yes,1 tablet before meals
458,ORS Solution,250mg,Throat Infection,Zincovit,Yes,1 tablet daily
459,Aspirin,10ml,Cholesterol Control,Levocetirizine,No,As prescribed by doctor
460,Pantoprazole,50mg,"Fever, Headache",Zincovit,Yes,"As directed, sip slowly"
461,Levothyroxine,10mg,Diabetes,Crocin,Yes,1 tablet before meals
462,Ranitidine,50mg,"Allergy, Cold",Erythromycin,No,1 tablet daily for 3 days
463,Ranitidine,20ml,Bacterial Infection,Dolo,No,1 tablet daily for 3 days
464,Paracetamol,250mg,Acidity,Amlodipine,Yes,"As directed, sip slowly"
465,ORS Solution,200ml,Heart Disease,Amlodipine,Yes,1 tablet before meals
466,Salbutamol,100mg,Bacterial Infection,Clarithromycin,No,1 tablet every 6 hrs
467,Azithromycin,100mg,Asthma,Famotidine,Yes,1 tablet daily
468,Amoxicillin,500mg,Diabetes,Augmentin,Yes,1 tablet before meals
469,Aspirin,200ml,Cholesterol Control,Glimepiride,Yes,1 tablet daily for 3 days
470,Paracetamol,20ml,"Allergy, Cold",Zincovit,No,1 capsule every 8 hrs
471,Atorvastatin,100mg,Thyroid Disorder,Diclofenac,Yes,1 tablet daily for 3 days
472,Metformin,20ml,Thyroid Disorder,Diclofenac,No,1 tablet at night
473,Azithromycin,200ml,"Pain, Inflammation",Loratadine,No,1 tablet after meals
474,Ciprofloxacin,10mg,Dehydration,Zincovit,No,1 tablet daily for 3 days
475,Azithromycin,10ml,"Fever, Headache",Clarithromycin,Yes,1 tablet before meals
476,Levothyroxine,600mg,Diabetes,Levocetirizine,No,1 tablet before meals
477,Omeprazole,500mg,Bacterial Infection,Levocetirizine,No,1 tablet at night
478,Aspirin,250mg,Hypertension,Erythromycin,No,1 tablet after meals
479,Paracetamol,500mg,Bacterial Infection,Electral Powder,Yes,1 capsule every 8 hrs
480,Clopidogrel,400mg,Hypertension,Glimepiride,Yes,1 tablet daily for 3 days
481,Pantoprazole,200ml,Dehydration,Human Mixtard,No,1 tablet before meals
482,Ranitidine,250mg,Stomach Ulcer,Erythromycin,No,As prescribed by doctor
483,Metformin,20ml,Immunity Boost,Clarithromycin,Yes,1 capsule every 8 hrs
484,Metformin,500mg,"Allergy, Cold",Human Mixtard,Yes,1 tablet daily for 3 days
485,Ciprofloxacin,600mg,Immunity Boost,Zincovit,No,1 tablet every 6 hrs
486,ORS Solution,500mg,Hypertension,Electral Powder,No,1 tablet at night
487,Ranitidine,200ml,"Fever, Headache",Augmentin,No,1 tablet daily
488,Ranitidine,400mg,Bacterial Infection,Propranolol,Yes,As prescribed by doctor
489,Aspirin,500mg,Cholesterol Control,Clarithromycin,Yes,1 tablet after meals
490,Vitamin C,200mg,Dehydration,Electral Powder,Yes,1 capsule every 8 hrs
491,Metoprolol,600mg,Immunity Boost,Zincovit,No,1 capsule every 8 hrs
492,Paracetamol,600mg,"Pain, Inflammation",Erythromycin,Yes,"As directed, sip slowly"
493,Azithromycin,100mg,Cholesterol Control,Propranolol,Yes,1 tablet every 6 hrs
494,Atorvastatin,250mg,"Pain, Inflammation",Human Mixtard,No,1 tablet every 6 hrs
495,ORS Solution,100mg,Throat Infection,Levocetirizine,Yes,"As directed, sip slowly"
496,Ciprofloxacin,400mg,Dehydration,Levocetirizine,No,1 tablet daily for 3 days
497,Metformin,10ml,Asthma,Loratadine,No,1 tablet before meals
498,Salbutamol,400mg,Asthma,Zincovit,No,1 tablet before meals
499,Amoxicillin,100mg,Cholesterol Control,Electral Powder,Yes,1 capsule every 8 hrs
500,Ranitidine,10mg,Dehydration,Diclofenac,Yes,1 tablet every 6 hrs
501,Amoxicillin-302,1000 mg,Inflammation reduction,Alternate brand,No,1 tablet thrice daily
502,Amlodipine-455,1000 mg,Infection treatment,Over-the-counter option,Yes,Use as directed by physician
503,Clopidogrel-135,650 mg,Infection treatment,Alternate brand,No,1 tablet thrice daily
504,Amoxicillin-965,650 mg,Diabetes control,Generic substitute,Yes,1 capsule daily before breakfast
505,Amoxicillin-692,100 mg,Pain relief,Alternate brand,No,Half tablet in morning and night
506,Metoprolol-871,650 mg,Antibiotic,Equivalent composition,No,Use as directed by physician
507,Clopidogrel-621,250 mg,Infection treatment,Over-the-counter option,No,1 tablet twice daily after meals
508,Amoxicillin-110,250 mg,Pain relief,Alternative formulation,Yes,Half tablet in morning and night
509,Ibuprofen-325,100 mg,Cold and allergy,Alternate brand,No,1 tablet twice daily after meals
510,Metformin-795,750 mg,Antibiotic,Alternate brand,No,1 tablet thrice daily
511,Metoprolol-930,100 mg,Blood pressure control,Generic substitute,Yes,Use as directed by physician
512,Omeprazole-106,500 mg,Heartburn treatment,Same API different brand,Yes,1 tablet twice daily after meals
513,Ranitidine-857,100 mg,Infection treatment,Same API different brand,No,1 tablet thrice daily
514,Omeprazole-253,650 mg,Pain relief,Alternative formulation,Yes,1 capsule daily before breakfast
515,Cetirizine-580,500 mg,Heartburn treatment,Over-the-counter option,Yes,Half tablet in morning and night
516,Amoxicillin-291,500 mg,Inflammation reduction,Equivalent composition,No,1 capsule daily before breakfast
517,Diclofenac-561,500 mg,Pain relief,Equivalent composition,No,1 tablet twice daily after meals
518,Azithromycin-905,1000 mg,Diabetes control,Alternative formulation,No,1 tablet twice daily after meals
519,Metoprolol-118,100 mg,Cholesterol management,Generic substitute,Yes,1 tablet twice daily after meals
520,Furosemide-466,500 mg,Fever control,Alternative formulation,Yes,1 capsule daily before breakfast
521,Diclofenac-664,250 mg,Anxiety relief,Same API different brand,Yes,Take after food once daily
522,Diclofenac-773,650 mg,Fever control,Generic substitute,Yes,1 tablet twice daily after meals
523,Paracetamol-432,1000 mg,Antibiotic,Alternative formulation,No,1 tablet twice daily after meals
524,Amlodipine-690,750 mg,Cholesterol management,Equivalent composition,No,1 tablet thrice daily
525,Ibuprofen-251,250 mg,Blood pressure control,Equivalent composition,No,Use as directed by physician
526,Clopidogrel-371,650 mg,Fever control,Alternate brand,Yes,1 tablet twice daily after meals
527,Amoxicillin-389,100 mg,Fever control,Alternate brand,Yes,1 capsule daily before breakfast
528,Azithromycin-691,650 mg,Anxiety relief,Alternative formulation,Yes,Use as directed by physician
529,Azithromycin-257,250 mg,Anxiety relief,Generic substitute,Yes,1 tablet thrice daily
530,Ranitidine-324,650 mg,Cholesterol management,Alternate brand,Yes,1 tablet twice daily after meals
531,Azithromycin-929,500 mg,Anxiety relief,Over-the-counter option,No,1 capsule daily before breakfast
532,Diclofenac-275,650 mg,Infection treatment,Over-the-counter option,No,1 tablet thrice daily
533,Pantoprazole-860,100 mg,Diabetes control,Alternate brand,No,1 capsule daily before breakfast
534,Hydroxyzine-326,100 mg,Anxiety relief,Same API different brand,Yes,1 tablet thrice daily
535,Atorvastatin-459,500 mg,Diabetes control,Generic substitute,Yes,Half tablet in morning and night
536,Amoxicillin-739,750 mg,Infection treatment,Alternative formulation,No,Use as directed by physician
537,Hydroxyzine-971,500 mg,Cold and allergy,Over-the-counter option,No,Use as directed by physician
538,Azithromycin-171,1000 mg,Heartburn treatment,Over-the-counter option,No,Take after food once daily
539,Amlodipine-634,100 mg,Infection treatment,Equivalent composition,No,1 capsule daily before breakfast
540,Azithromycin-521,650 mg,Antibiotic,Equivalent composition,No,Take after food once daily
541,Metoprolol-925,500 mg,Blood pressure control,Alternative formulation,Yes,1 tablet twice daily after meals
542,Azithromycin-727,650 mg,Diabetes control,Same API different brand,Yes,1 capsule daily before breakfast
543,Amlodipine-715,1000 mg,Diabetes control,Generic substitute,Yes,Use as directed by physician
544,Azithromycin-740,500 mg,Pain relief,Generic substitute,Yes,1 tablet thrice daily
545,Clopidogrel-806,650 mg,Stomach acid reduction,Alternate brand,Yes,1 capsule daily before breakfast
546,Omeprazole-435,750 mg,Infection treatment,Alternative formulation,Yes,Use as directed by physician
547,Amoxicillin-436,1000 mg,Blood pressure control,Generic substitute,Yes,Take after food once daily
548,Metformin-875,500 mg,Fever control,Over-the-counter option,Yes,Use as directed by physician
549,Ranitidine-650,500 mg,Stomach acid reduction,Same API different brand,Yes,1 tablet thrice daily
550,Levocetirizine-107,750 mg,Diabetes control,Generic substitute,No,Half tablet in morning and night
551,Ciprofloxacin-155,650 mg,Inflammation reduction,Same API different brand,Yes,Use as directed by physician
552,Amoxicillin-955,250 mg,Stomach acid reduction,Alternative formulation,No,Half tablet in morning and night
553,Ranitidine-772,100 mg,Diabetes control,Alternate brand,Yes,1 tablet twice daily after meals
554,Cetirizine-357,650 mg,Blood pressure control,Alternate brand,No,1 capsule daily before breakfast
555,Diclofenac-351,750 mg,Pain relief,Same API different brand,No,Use as directed by physician
556,Amlodipine-196,650 mg,Pain relief,Equivalent composition,No,Use as directed by physician
557,Diclofenac-982,1000 mg,Infection treatment,Same API different brand,Yes,1 tablet thrice daily
558,Metoprolol-569,650 mg,Diabetes control,Alternative formulation,No,1 tablet thrice daily
559,Omeprazole-639,750 mg,Stomach acid reduction,Alternative formulation,No,Half tablet in morning and night
560,Metoprolol-614,100 mg,Pain relief,Same API different brand,Yes,1 capsule daily before breakfast
561,Levocetirizine-148,100 mg,Inflammation reduction,Over-the-counter option,No,1 tablet thrice daily
562,Ranitidine-618,500 mg,Blood pressure control,Alternative formulation,No,Use as directed by physician
563,Paracetamol-262,250 mg,Anxiety relief,Generic substitute,No,Half tablet in morning and night
564,Pantoprazole-626,750 mg,Diabetes control,Alternative formulation,Yes,Use as directed by physician
565,Paracetamol-879,650 mg,Diabetes control,Over-the-counter option,Yes,1 tablet twice daily after meals
566,Azithromycin-545,750 mg,Anxiety relief,Alternate brand,No,Use as directed by physician
567,Omeprazole-120,100 mg,Pain relief,Generic substitute,No,1 tablet twice daily after meals
568,Cetirizine-499,750 mg,Pain relief,Alternate brand,Yes,Half tablet in morning and night
569,Cetirizine-882,250 mg,Cold and allergy,Alternative formulation,Yes,1 tablet twice daily after meals
570,Ibuprofen-903,100 mg,Blood pressure control,Over-the-counter option,Yes,1 tablet thrice daily
571,Pantoprazole-709,250 mg,Cold and allergy,Same API different brand,No,Use as directed by physician
572,Amlodipine-494,1000 mg,Diabetes control,Equivalent composition,Yes,Take after food once daily
573,Losartan-452,650 mg,Heartburn treatment,Alternate brand,No,1 capsule daily before breakfast
574,Metformin-554,250 mg,Pain relief,Over-the-counter option,No,Use as directed by physician
575,Hydroxyzine-650,500 mg,Inflammation reduction,Generic substitute,Yes,1 tablet thrice daily
576,Ciprofloxacin-891,750 mg,Cold and allergy,Same API different brand,No,1 tablet thrice daily
577,Hydroxyzine-327,250 mg,Anxiety relief,Same API different brand,No,1 tablet thrice daily
578,Furosemide-312,500 mg,Stomach acid reduction,Alternate brand,Yes,Half tablet in morning and night
579,Levocetirizine-350,1000 mg,Pain relief,Equivalent composition,Yes,Take after food once daily
580,Diclofenac-185,1000 mg,Heartburn treatment,Same API different brand,No,1 capsule daily before breakfast
581,Amoxicillin-869,750 mg,Diabetes control,Equivalent composition,Yes,1 capsule daily before breakfast
582,Ibuprofen-538,500 mg,Blood pressure control,Same API different brand,Yes,1 tablet twice daily after meals
583,Metformin-719,500 mg,Stomach acid reduction,Over-the-counter option,No,Half tablet in morning and night
584,Metoprolol-626,500 mg,Infection treatment,Alternate brand,No,Use as directed by physician
585,Ciprofloxacin-451,650 mg,Pain relief,Generic substitute,No,1 capsule daily before breakfast
